FileId,Accepted,QCNotes
GSE14493_GSM361976,Y,NA
GSE14493_GSM361977,Y,NA
GSE14493_GSM361978,Y,NA
GSE14493_GSM361979,Y,NA
GSE14493_GSM361980,Y,NA
GSE14493_GSM361981,Y,NA
GSE14493_GSM361982,Y,NA
GSE14493_GSM361983,Y,NA
GSE14493_GSM361984,Y,NA
GSE14493_GSM361985,Y,NA
GSE14493_GSM361986,Y,NA
GSE14493_GSM361987,Y,NA
GSE14493_GSM361988,Y,NA
GSE14493_GSM361989,Y,NA
GSE14493_GSM361990,Y,NA
GSE14493_GSM361991,Y,NA
GSE14493_GSM361992,Y,NA
GSE14493_GSM361993,Y,NA
GSE14493_GSM361994,Y,NA
GSE14493_GSM361995,Y,NA
GSE14502_GSM362168,Y,NA
GSE14502_GSM362169,Y,NA
GSE14502_GSM362170,Y,NA
GSE14502_GSM362171,Y,NA
GSE14502_GSM362172,Y,NA
